UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
UEI-IMD-FL-1970-0010,1970-09-11,1970-09-20,10.0,heavy rains,,,Kerala,,,,,,,,,,"Disrupted normal life, flooding low-lying areas,affecting communications",IMD,,,32
UEI-IMD-FL-1971-0002,1971-05-08,1971-05-14,7.0,heavy rains,,Thrissur,Kerala,,,,,,,,,,"Caused considerable damage to property like plantatin,coconut groves,disrupted traffic,communication",IMD,,566,32
UEI-IMD-FL-1972-0001,1972-05-08,1972-05-21,14.0,heavy rains,,,Kerala,,,,,,,,,,"Caused floods,land-slides in many parts of the state. Property worth about two crores of rupees was reported to have been destroyed,there was some loss of life also.",IMD,,,32
UEI-IMD-FL-1972-0006,1972-07-01,1972-07-14,14.0,heavy rains,,,Kerala,,,,,,,,,,"Caused damage to property,coconut groves. Some loss of life was also reported",IMD,,,32
UEI-IMD-FL-1975-0025,1975-06-15,1975-06-30,16.0,floods,,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kollam, Thiruvananthapuram, Kannur",Kerala,,,,,,,,,,"The flood affected the population of about 4 to 5 lakhs causing loss of life, landslides,extensive damage to crop, the property worth several lakhs of Rupees",IMD,,"558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 559, 565, 557",32
UEI-IMD-FL-1975-0026,1975-11-01,1975-11-07,7.0,heavy rains,,"Thiruvananthapuram, Kollam, Alappuzha, Kottayam, Thrissur",Kerala,,,,,4.0,,,,Claimed the lives of 4 persons.,"Badly affected, There was extensive damage to standing paddy crops, There was breaches in the bunds of canals,people were rvacuated to places of safety. Agricultural operations came to a standstill. In Calicut district, landsldies, had occured in South Wayanad, In the high ranages landslides followed by heavy down pour had damaged, paddy, pepper,tuber crops",IMD,,"565, 559, 554, 560, 566",32
UEI-IMD-FL-1976-0026,1976-07-22,1976-07-28,7.0,heavy rains,,"Thiruvananthapuram, Kottayam, Ernakulam, Kozhikode,Thrissur",Kerala,,,,,20.0,,,,"Heavy landslides occured killing 20 people in Thrissur,Idukku districts",Damaging crops worth Rs. 15 lakhs,IMD,,"565, 560, 555, 561, 566",32
UEI-IMD-FL-1978-0032,1978-11-01,1978-11-07,7.0,severe,,"Thiruvananthapuram, Kollam, Alappuzha, Thrissur, Kannur,Malappuram",Kerala,,,,,44.0,1.0,,,"44 lives lost, 1 person washed away","46,000 houses dmaged, crops in 1,05,600 hectares destroyed, train tracks breached",IMD,,"565, 559, 554, 566, 557, 562",32
UEI-IMD-FL-1979-0021,1979-06-10,1979-06-19,10.0,heavy rains,,Alappuzha,Kerala,,,,,,,,,,186 hectares of paddy cultivation destroyed,IMD,,554,32
UEI-IMD-FL-1979-0022,1979-06-14,1979-06-14,1.0,heavy rains,,Ernakulam,Kerala,,,,,,,,,,i)Vehicular traffic/air services disrupted ii)Operations in port came to a standstill,IMD,,555,32
UEI-IMD-FL-1979-0023,1979-07-02,1979-07-02,1.0,heavy rains,,Kannur,Kerala,,,,,4.0,,,,"1 woman,three children died","A bridge,an approach road washed away",IMD,,557,32
UEI-IMD-FL-1979-0024,1979-07-29,1979-07-31,3.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,"i)60 coconut trees uprooted,4 houses partially damaged ii)61 hectares of paddy field flooded iii)Coastal area affected by sea-erosion",IMD,,561,32
UEI-IMD-FL-1979-0025,1979-08-01,1979-08-03,3.0,heavy rains,,"Kannur,Kozhikode",Kerala,,,,,3.0,1.0,,,"i)1 woman,2 children killed i house collapses, 1 person drowned in boat capsized ii)Several cattle heads washed away","i)30 houses washed away,1000 families affected ii)Banana, ginger,paddy crops affected",IMD,,"557, 561",32
UEI-IMD-FL-1979-0026,1979-08-06,1979-08-07,2.0,heavy rains,,Kannur,Kerala,,,,,,1.0,,,1 woman drowned in swollen river,"i)Roads,bridges damaged ii)Trees uprooted iii)Plants,crops damaged",IMD,,557,32
UEI-IMD-FL-1979-0027,1979-11-15,1979-11-19,5.0,moderate floods,,Palakkad,Kerala,,,,,,,,,,"i)17 irriagtion bunds damaged ii)Besides damage to crops, 50 huts washed away, loss estimated to Rs. 1 crore",IMD,,563,32
UEI-IMD-FL-1980-0021,1980-06-15,1980-06-21,7.0,heavy rains,,"Kannur, Malappuram, Kozhikode, Kollam,Thiruvananthapuram",Kerala,,,,,3.0,4.0,,,"i)A child washed away,2 died due to electrocution ii)3 children injured in house collapses","i)Severe damage to paddy crops,buildings ii)Low lying areas inundated iii)Several houses washed away iv)Two barges capsized v)Fishing implements damaged vi)Telephone system,power supply disrupted",IMD,,"557, 562, 561, 559, 565",32
UEI-IMD-FL-1980-0022,1980-06-22,1980-06-28,7.0,heavy rains,,Palakkad,Kerala,,,,,,,,,,Traffic disrupted due to landslides,IMD,,563,32
UEI-IMD-FL-1980-0023,1980-07-01,1980-07-14,14.0,heavy rains,,"Alappuzha,Kannur, Kottayam, Kozhikode, Malappuram, Palakkad,Thrissur",Kerala,,,,,8.0,5.0,,,i)8 person died ii)5 fishermen sustained injuries,"i)Severe damage to paddy crops in several hectares ii)Low lying areas flooded iii)Many huts washed away iv)Severe damage to houses v)A large number of families rendered homeless,and evacuated to safer places vi)Roads damaged at several points",IMD,,"554, 557, 560, 561, 562, 563, 566",32
UEI-IMD-FL-1980-0024,1980-08-22,1980-08-28,7.0,heavy rains,,"Alappuzha, Kozhikode, Kollam, Thrissur,Thiruvananthapuram",Kerala,,,,,2.0,2.0,,,"2 persons died,2 injured","i)Severe sea erosion in coastal areas ii)Many fishing crafts,nets destroyed iii)Several coconut trees uprooted iv)Several houses partially/completely damaged v)Nearly 1000 huts washed away",IMD,,"554, 561, 559, 566, 565",32
UEI-IMD-FL-1980-0025,1980-09-22,1980-09-28,7.0,heavy rains,,Kottayam,Kerala,,,,,,,,,,"i)25 houses completely damaged,hundred partially damaged ii)Many trees uprooted iii)Crop worth rupees 10 lakhs damaged",IMD,,560,32
UEI-IMD-FL-1980-0026,1980-10-01,1980-10-07,7.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,i)Land-slides occured in some places resulting in damage of crops ii)Estimated loss : Rs. 2 lakhs,IMD,,561,32
UEI-IMD-FL-1981-0031,1981-06-01,1981-06-07,7.0,moderate floods,,"Kozhikode, Malappuram, Ernakulam, Thrissur, Kollam, Kottayam, Alappuzha,Kannur",Kerala,,,,,39.0,13.0,,,"39 human lives lost,13 injured","(i)Power,telephone system affected (ii)Two mechanised boats capsized (iii)Several houses partially/completely damaged (iv)Paddy crops in 1592 hectares affected (v)Nearly 1000 houses damaged (vi_Nearly 30 lakh people affectedby landslides (vii)25700 coconut trees uprooted (viii)Sea erosion occured along the coastal parts (ix)Many families evacuated to safer places. (x)Crops worthmore than Rs. 4 lakhs lost",IMD,,"561, 562, 555, 566, 559, 560, 554, 557",32
UEI-IMD-FL-1981-0032,1981-06-08,1981-06-08,1.0,heavy rains,,"Malappuram, Kollam, Thrissur,Kozhikode",Kerala,,,,,,,,,,"(i)77 houses collapsed (ii)164 families evacuated to safer places (iii)Loss to crops like coconut, tapioca, plantain, etc. estimated at Rs.4.5 lacs",IMD,,"562, 559, 566, 561",32
UEI-IMD-FL-1981-0033,1981-06-14,1981-06-14,1.0,flash floods,,Alappuzha,Kerala,,,,,2.0,,,,2 persons died,Stranding crops in 4000 hectares damaged,IMD,,554,32
UEI-IMD-FL-1981-0034,1981-07-27,1981-07-27,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,"About 1 hectare oland washed away in landslide causing damage to 600 rubber trees,other cash crops",IMD,,556,32
UEI-IMD-FL-1981-0035,1981-08-17,1981-08-17,1.0,continuous heavy rains,,Kozhikode,Kerala,,,,,1.0,,,,1 girl died,(i) Heavy damage to cahs crops due to landslide (ii)Flooding of several roads,IMD,,561,32
UEI-IMD-FL-1981-0036,1981-09-15,1981-09-28,14.0,heavy rains,,Alappuzha,Kerala,,,,,,,,,,(i)Crops in 6505 hectares destroyed (ii)3500 families from low lying areas moved to safer places,IMD,,554,32
UEI-IMD-FL-1982-0021,1982-07-30,1982-08-04,6.0,moderate (streams from cape comorin) ...,,Kannur,Kerala,,,,,,,,,"4 persons drowned in the streams inin Hosdurg,Kasaragod taluks.","200 houses damaged,many persons evacuated to safer places in Hosdurg,Kasaragod taluks..",IMD,,557,32
UEI-IMD-FL-1982-0022,1982-08-01,1982-08-03,3.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,"Landslide occurred at Kuttiadi hills, causing heavy damage to crops.",IMD,,561,32
UEI-IMD-FL-1983-0046,1983-07-23,1983-07-23,1.0,heavy rains,,Malappuram,Kerala,,,,,3.0,,,,3 persons died,"5 houses completely,30 partially damaged",IMD,,562,32
UEI-IMD-FL-1983-0047,1983-08-10,1983-08-17,8.0,incessant rains,,Ernakulam,Kerala,,,,,,,,,,Paddy crop in 1600 hectares area submerged,IMD,,555,32
UEI-IMD-FL-1983-0048,1983-11-02,1983-11-02,1.0,heavy rains,,Palakkad,Kerala,,,,,,,,,,22 houses washed away,IMD,,563,32
UEI-IMD-FL-1984-0035,1984-04-23,1984-04-23,1.0,severe,,Malappuram,Kerala,,,,,3.0,,,,3 women drowned,,IMD,,562,32
UEI-IMD-FL-1984-0036,1984-06-15,1984-06-15,1.0,heavy rains,,"Kottayam, Wayanad",Kerala,,,,,8.0,25.0,,,"25 people injured when a bus overturned in Murattupazha, A family having 8 members died when their house submerged under water at Puthupaddy, 40 km east of Kozhikode","i)Low lying areas submerged ii)Several roads damaged, Several roads washed away",IMD,,"560, 567",32
UEI-IMD-FL-1984-0037,1984-06-16,1984-06-16,1.0,heavy rains,,"Kozhikode, Palakkad",Kerala,,,,,4.0,,,,"2 fishermen drowned in sea, 2 boys killed in a house collapse at Karimba near Mannarghat","Widespread damage occured to agricultural property, Standing crops extensively damaged",IMD,,"561, 563",32
UEI-IMD-FL-1984-0038,1984-06-17,1984-06-17,1.0,heavy rains,,"Alappuzha,Kannur, Malappuram",Kerala,,,,,6.0,4.0,,,"2 fishermen drowned at Punnapara, 2 persons drowned,1 women electrocuted in Tellichery, 1 person died,4 injured in Perinthalamanna",Extensive damage to agriculture reported,IMD,,"554, 557, 562",32
UEI-IMD-FL-1984-0039,1984-06-17,1984-06-28,12.0,heavy rains,,Ernakulam,Kerala,,,,,17.0,,,,17 persons died,,IMD,,555,32
UEI-IMD-FL-1984-0040,1984-06-18,1984-06-18,1.0,heavy rains,,Alappuzha,Kerala,,,,,,,,,,"i)Paddy,other crops in about 1000 hectares land badly damaged ii)Hundreds of trees uprooted",IMD,,554,32
UEI-IMD-FL-1984-0041,1984-07-01,1984-07-03,3.0,heavy rains,,Wayanad,Kerala,,,,,16.0,,,,16 people died,"i)50 hectares of land burried under the debris as huge mass of rock,earth crushing down from the hill on 2nd ii)80 houses destroyed in Kelpatta,Vengapally iii)Plantation crop in 41 hectares submerged in Mundakayil estate",IMD,,567,32
UEI-IMD-FL-1984-0042,1984-10-05,1984-10-05,1.0,heavy rains,,Alappuzha,Kerala,,,,,2.0,,,,"A 60-year old man,2-year old boy drowned when a country boat capsized in Vembanad lake off Thuravur",,IMD,,554,32
UEI-IMD-FL-1984-0043,1984-10-06,1984-10-08,3.0,heavy rains,,Kozhikode,Kerala,,,,,17.0,,,,17 people killed in landslide,"i)Many huts collapsed ii)Widespread damage to roads,crops reported",IMD,,561,32
UEI-IMD-FL-1985-0029,1985-06-15,1985-06-15,1.0,heavy rains,,Kozhikode,Kerala,,,,,2.0,,,,2 persons injured in a house collapse,,IMD,,561,32
UEI-IMD-FL-1985-0030,1985-06-24,1985-06-28,5.0,heavy rains,,Idukki,Kerala,,,,,28.0,,,,"28 people including a family of 9, killed in different parts of the city","i)1000 houses collapsed ii)Vehicular traffic between Idukki-Kothamangalam disrupted due to landslide at Vazathoppu,Karimbam iii)Road,telecommunication link disrupted iv)Paddy crop suffered extensive damage v)Pepper vines,Cardamam Plantations badly damaged vi)Crop worth Rs. 95 crore lost",IMD,,556,32
UEI-IMD-FL-1985-0031,1985-06-25,1985-06-29,5.0,heavy rains,,"Alappuzha,Kannur, Kottayam, Kozhikode, Palakkad,Thrissur",Kerala,,,,,16.0,,,,"3 persons(including a 12 year old school girl died), 5 persons died Cannanore, 2persons died in Kottayam, 2 persons died Kozhikode, 3 persons died Palghat, 1 person died",,IMD,,"554, 557, 560, 561, 563, 566",32
UEI-IMD-FL-1985-0032,1985-07-14,1985-07-14,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,About 10 houses collapsed,IMD,,565,32
UEI-IMD-FL-1986-0039,1986-05-04,1986-05-04,1.0,heavy rains,,"Kozhikode,Thiruvananthapuram",Kerala,,,,,,,,,,i)Low lying areas of Pallikhandi village in Kozhikode district flooded ii)Standing crop in Aryanad village of Thiruvananthapuram district damaged,IMD,,"561, 565",32
UEI-IMD-FL-1986-0040,1986-03-12,1986-03-12,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,3.0,,,,3 fishermen swept away when their trawlers capsized near Leyyatinkara village,,IMD,,565,32
UEI-IMD-FL-1986-0041,1986-06-18,1986-06-18,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,1.0,40.0,,,"1 fisherman reported missing,40 other injured when a country boat capsized near Neendakare village",,IMD,,565,32
UEI-IMD-FL-1986-0042,1986-06-24,1986-06-24,1.0,heavy rains,,Kollam,Kerala,,,,,3.0,,,,3 fishermen reported missing when a country boat capsized near Neendakare village,,IMD,,559,32
UEI-IMD-FL-1986-0043,1986-08-01,1986-08-14,14.0,severe,,"Alappuzha,Kannur, Ernakulam, Idukki, Kottayam,Kollam",Kerala,,,,,28.0,100.0,,,"28 persons died,100 other, mostly children injured","i)Alappuzha,Ernakulam districts worst affected ii)Paddy crop in 21,700 acres completely,25,650 acres partially damaged iii)19,000 people in Alappuzha district shifted to safer place iv)1750 houses collapsed,9000 damaged v)Heavy loss of rubber plantation,coconut cultivation in Cannore district reported",IMD,,"554, 557, 555, 556, 560, 559",32
UEI-IMD-FL-1987-0021,1987-06-18,1987-06-18,1.0,heavy rains,,Ernakulam,Kerala,,,,,3.0,,,,3 persons died in a wall collapse at Kakkanad near Cochin,4 houses damaged,IMD,,555,32
UEI-IMD-FL-1987-0022,1987-10-13,1987-10-13,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,"Extensive damage to houses,agriculture in Kanjikuzhi pancayat",IMD,,556,32
UEI-IMD-FL-1987-0023,1987-11-09,1987-11-09,1.0,heavy rains,,Kozhikode,Kerala,,,,,2.0,,,,2 persons died,,IMD,,561,32
UEI-IMD-FL-1987-0024,1987-12-01,1987-12-01,1.0,heavy rains,,Thrissur,Kerala,,,,,,,,,,Loss of agriculture products reported,IMD,,566,32
UEI-IMD-FL-1987-0025,1987-12-05,1987-12-05,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"Extensive damage to property,house reported",IMD,,565,32
UEI-IMD-FL-1987-0026,1987-12-17,1987-12-17,1.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,Extensive damage to agricultural reported,IMD,,561,32
UEI-IMD-FL-1988-0045,1988-04-17,1988-04-17,1.0,heavy rains,,Ernakulam,Kerala,,,,,,,,,,"Damaged to property,crops in Kettaimanagalam reported",IMD,,555,32
UEI-IMD-FL-1988-0046,1988-06-05,1988-06-05,1.0,heavy rains,,Malappuram,Kerala,,,,,,,,,,Damaged to crops at Kallikkau village reported,IMD,,562,32
UEI-IMD-FL-1988-0047,1988-07-18,1988-07-18,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,"Extensive damaged to property,agriculture reported",IMD,,556,32
UEI-IMD-FL-1988-0048,1988-07-21,1988-07-21,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,"Loss  to crops product,private,public property reported",IMD,,556,32
UEI-IMD-FL-1988-0049,1988-07-23,1988-07-23,1.0,heavy rains,,Kannur,Kerala,,,,,,,,,,"Extensive damaged to property,agriculture reported",IMD,,557,32
UEI-IMD-FL-1988-0050,1988-08-25,1988-08-25,1.0,heavy rains,,Malappuram,Kerala,,,,,6.0,,,,6 persons died due to landslide,"Public property,crops damaged",IMD,,562,32
UEI-IMD-FL-1988-0051,1988-09-15,1988-09-15,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,"7 houses completely,35 partially damaged",IMD,,556,32
UEI-IMD-FL-1988-0052,1988-09-22,1988-09-22,1.0,heavy rains,,Kollam,Kerala,,,,,,,,,,Several houses damaged at Sasathancotti village,IMD,,559,32
UEI-IMD-FL-1989-0027,1989-06-08,1989-06-14,7.0,heavy rains,,"Alappuzha,Thrissur",Kerala,,,,,,,,,,"i)400 houses damaged in Arattupuzha,Thrikkunnapuzha villages in Alappuzha while 35 houses damaged in Thrissur ii)Large number of people in Alappuzha shifted to safer places iii)Sea-erosion in Thrissur reported",IMD,,"554, 566",32
UEI-IMD-FL-1989-0028,1989-06-09,1989-06-09,1.0,heavy rains,,Kasaragod,Kerala,,,,,,,,,,"Damage to property,agriculture reported",IMD,,558,32
UEI-IMD-FL-1989-0029,1989-06-11,1989-06-11,1.0,heavy rains,,Kasaragod,Kerala,,,,,,,,,,"i)Large number of houses collapsed ii)Banana plantation,coconut plums destroyed iii)Road along hilly ranges washed away in several places",IMD,,558,32
UEI-IMD-FL-1989-0030,1989-06-11,1989-06-12,2.0,heavy rains,,"Idukki,Kottayam",Kerala,,,,,1.0,,,,1 person died,"Extensive damage to property,agriculture reported",IMD,,"556, 560",32
UEI-IMD-FL-1989-0031,1989-07-16,1989-07-16,1.0,heavy rains,,Idukki,Kerala,,,,,,,,,,Extensive damage to agriculture reported,IMD,,556,32
UEI-IMD-FL-1989-0032,1989-07-18,1989-07-18,1.0,heavy rains,,Pathanamthitta,Kerala,,,,,,,,,,Damage to property reported,IMD,,564,32
UEI-IMD-FL-1989-0033,1989-07-21,1989-07-21,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,15 houses damaged at Ponmudi,IMD,,565,32
UEI-IMD-FL-1989-0034,1989-07-21,1989-07-22,2.0,heavy rains,,"Alappuzha, Ernakulam, Idukki, Kozhikode, Malappuram,Palakkad",Kerala,,,,,17.0,,,,17 persons of which 11 from Idukki alone died,"i)About 100 houses damaged ii)Extensive damage to property,agriculture reported",IMD,,"554, 555, 556, 561, 562, 563",32
UEI-IMD-FL-1990-0030,1990-05-26,1990-05-26,1.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,i)Several houses damaged ii)Large number of trees uprooted,IMD,,561,32
UEI-IMD-FL-1990-0031,1990-07-03,1990-07-03,1.0,heavy rains,,"Kannur,Kozhikode",Kerala,,,,,,,,,,"i)43 houses completely,50 others partially collapsed in Kozhikode ii)Communication,vehicular services completely disrupted in Cannanore",IMD,,"557, 561",32
UEI-IMD-FL-1990-0032,1990-11-03,1990-11-03,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"60 houses completely,2,600 partially damaged",IMD,,565,32
UEI-IMD-FL-1991-0041,1991-03-09,1991-03-09,1.0,heavy rains,,Kollam,Kerala,,,,,,,,,,Extensive damage to rubber plantation reported,IMD,,559,32
UEI-IMD-FL-1991-0042,1991-05-21,1991-05-21,1.0,heavy rains,,Kozhikode,Kerala,,,,,,,,,,Extensive damage to agriculture reported,IMD,,561,32
UEI-IMD-FL-1991-0043,1991-06-03,1991-06-03,1.0,heavy rains,,Ernakulam,Kerala,,,,,,,,,,i)Century highest rainfall reported ii)Several trees uprooted iii)Train services badly affected iv)Indian Airlines flight to Cochi suspended,IMD,,555,32
UEI-IMD-FL-1991-0044,1991-06-06,1991-06-06,1.0,heavy rains,,"Alappuzha, Idukki, Kasaragod, Kollam, Kottayam, Kozhikode, Palakkad, Pathanamthitta, Thiruvananthapuram,Wayanad",Kerala,,,,,22.0,,,,i)22 persons died ii)Large number of domestic animals perished,"i)Several houses collapsed ii)Agriculture crop,the property worth Rs. 100 crores destroyed",IMD,,"554, 556, 558, 559, 560, 561, 563, 564, 565, 567",32
UEI-IMD-FL-1991-0045,1991-06-09,1991-06-09,1.0,heavy rains,,"Alappuzha,Kozhikode",Kerala,,,,,8.0,,,,8 persons died when a country boat capsized,,IMD,,"554, 561",32
UEI-IMD-FL-1991-0046,1991-06-19,1991-06-19,1.0,heavy rains,,"Ernakulam,Thiruvananthapuram",Kerala,,,,,,,,,,i)About 146 houses partially collapsed ii)Thousands of families shifted to release camp iii)Extensive damage to vegetation reported,IMD,,"555, 565",32
UEI-IMD-FL-1991-0047,1991-07-07,1991-07-07,1.0,heavy rains,,"Kannur, Kollam, Palakkad,Thiruvananthapuram",Kerala,,,,,,,,,,"Extensive damaged to crop,houses reported",IMD,,"557, 559, 563, 565",32
UEI-IMD-FL-1992-0025,1992-05-18,1992-05-19,2.0,heavy rains,,"Alappuzha,Ernakulam",Kerala,,,,,5.0,,,,5 persons died,i)Several houses damaged ii)100 coconut trees uprooted,IMD,,"554, 555",32
UEI-IMD-FL-1992-0026,1992-06-08,1992-06-09,2.0,heavy rains,,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kollam, Thiruvananthapuram, Kannur",Kerala,,,,,7.0,,,,7 persons died,"i)Low lying areas flooded ii)Extensive damage property,agriculture reported iii)Railway services disrupted due to flooding of railway tracks",IMD,,"558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 559, 565, 557",32
UEI-IMD-FL-1992-0027,1992-07-02,1992-07-02,1.0,heavy rains,,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kollam, Thiruvananthapuram, Kannur",Kerala,,,,,55.0,,,,55 persons died,Loss estimated to worth Rs. 56 lakh,IMD,,"558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 559, 565, 557",32
UEI-IMD-FL-1992-0028,1992-07-16,1992-07-16,1.0,heavy rains,,"Alappuzha,Kollam",Kerala,,,,,9.0,,,,9 persons reported missing,12 fishing boats capsized,IMD,,"554, 559",32
UEI-IMD-FL-1992-0029,1992-07-27,1992-07-28,2.0,heavy rains,,Ernakulam,Kerala,,,,,1.0,,,,1 child washed away in Putnevelikkara,600 families evacuated to safer places,IMD,,555,32
UEI-IMD-FL-1992-0030,1992-07-28,1992-07-28,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,200 houses collapsed,IMD,,565,32
UEI-IMD-FL-1992-0031,1992-07-31,1992-07-31,1.0,heavy rains,,Kollam,Kerala,,,,,1.0,,,,1 perosn died,150 houses collapsed,IMD,,559,32
UEI-IMD-FL-1992-0032,1992-08-02,1992-08-02,1.0,heavy rains,,Kollam,Kerala,,,,,,,,,,400 houses damaged at Anchuthengui,IMD,,559,32
UEI-IMD-FL-1992-0033,1992-08-08,1992-08-08,1.0,heavy rains,,"Kollam,Kozhikode",Kerala,,,,,4.0,2.0,,,"i)1 person died,2 other injured when 7 fishing boats capsized at Neendakarin ii)3 persons reported missing at sea in Quilandy area",,IMD,,"559, 561",32
UEI-IMD-FL-1992-0034,1992-10-10,1992-10-11,2.0,heavy rains,,"Alappuzha, Kollam, Pathanamthitta,Thiruvananthapuram",Kerala,,,,,79.0,,,,"60 persons died,19 other reported missing","i)5,000 houses collapsed ii)Railway line submerged disrupting railway services",IMD,,"554, 559, 564, 565",32
UEI-IMD-FL-1993-0022,1993-06-01,1993-06-01,1.0,heavy rains,,"Alappuzha, Ernakulam, Idukki,  Kollam, Pathanamthitta, Thiruvananthapuram,Thrissur",Kerala,,,,,1.0,,,,One child died.,(i) Extensive damage to crop reported. (ii) Hundreds of houses damaged. (iii) Railway track inundated. .,IMD,,"554, 555, 556, 559, 564, 565, 566",32
UEI-IMD-FL-1993-0023,1993-06-13,1993-06-13,1.0,heavy rains,,Alappuzha,Kerala,,,,,,,,,,() 100 houses damaged. (ii) Extensive damage to crop reported.,IMD,,554,32
UEI-IMD-FL-1993-0024,1993-06-18,1993-06-18,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,(i) 581 houses damaged. (ii) 500 families rendered homeless.,IMD,,565,32
UEI-IMD-FL-1993-0025,1993-07-03,1993-07-03,1.0,heavy rains,,Kottayam,Kerala,,,,,,,,,Several persors injured.,500 people rendered homeless.,IMD,,560,32
UEI-IMD-FL-1993-0026,1993-07-18,1993-07-18,1.0,heavy rains,,Kollam,Kerala,,,,,1.0,1.0,,,"One person died,another reported missing.",4 fishing boats capsized.,IMD,,559,32
UEI-IMD-FL-1993-0027,1993-07-22,1993-07-22,1.0,heavy rains,,Kollam,Kerala,,,,,,1.0,,,One person reported missing.,5 fishing boats capsized.,IMD,,559,32
UEI-IMD-FL-1993-0028,1993-07-26,1993-07-26,1.0,heavy rains,,"Kannur,Thiruvananthapuram",Kerala,,,,,2.0,,,,2 persons died.,(i) 150 houses damaged. (ii) One fishing boat capsized.,IMD,,"557, 565",32
UEI-IMD-FL-1993-0029,1993-07-27,1993-07-27,1.0,heavy rains,,Malappuram,Kerala,,,,,2.0,,,,2 persons died.,One fishing boat capsized.,IMD,,562,32
UEI-IMD-FL-1993-0030,1993-07-28,1993-07-28,1.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,(1) Several houses damaged. (ii) Hundreds of coconut trees uprooted.,IMD,,565,32
UEI-IMD-FL-1993-0031,1993-10-06,1993-10-06,1.0,heavy rains,,Kottayam,Kerala,,,,,3.0,10.0,,,"3 persons died,10 others injured.","(i) Extensive damage to agriculture reported. (ii) Electric,telephone services disrupted.",IMD,,560,32
UEI-IMD-FL-1993-0032,1993-10-08,1993-10-08,1.0,heavy rains,,Malappuram,Kerala,,,,,10.0,,,,10 persons died.,"(i) One bridge,several houses damaged. (ii) Extensive damage to agriculture reported.",IMD,,562,32
UEI-IMD-FL-1993-0033,1993-10-09,1993-10-09,1.0,heavy rains,,Palakkad,Kerala,,,,,,,,,,(i) Thousands of plantation/coconut trees uprooted. (ii) Extensive damage to paddy crop reported.,IMD,,563,32
UEI-IMD-FL-1993-0034,1993-10-11,1993-10-11,1.0,heavy rains,,Alappuzha,Kerala,,,,,,,,,,Extensive damage to paddy crop reported.,IMD,,554,32
UEI-IMD-FL-1993-0035,1993-11-10,1993-11-11,2.0,heavy rains,,"Idukki, Kollam,Thiruvananthapuram",Kerala,,,,,3.0,,,,3 persons died.,"(i) 500 houses completely,2,500 partially damaged. 16,000 people evacuated to safer places. (ii) Crop worth Rs. 7.5 lakhs damaged.",IMD,,"556, 559, 565",32
UEI-IMD-FL-1994-0038,1994-05-28,1994-05-28,1.0,heavy rains,,Palakkad,Kerala,,,,,1.0,,,,1 woman washed away at Mannarkad,,IMD,,563,32
UEI-IMD-FL-1994-0039,1994-06-01,1994-06-14,14.0,severe flood,,"Alappuzha, Ernakulam, Idukki, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thiruvananthapuram,Thrissur",Kerala,,,,,30.0,,,,30 persons died,"i)429 houses completely collapsed,3,380 houses partially damaged ii)Crop worth Rs. 33 lakhs destroyed iii)Many coconut trees/electricity poles uprooted",IMD,,"554, 555, 556, 558, 559, 560, 561, 562, 563, 564, 565, 566",32
UEI-IMD-FL-1994-0040,1994-07-11,1994-07-11,1.0,heavy rains,,Kasaragod,Kerala,,,,,,2.0,,,2 children drowned,"5 houses completely,40 partially damaged",IMD,,558,32
